,TV,Radio,Newspaper,Sales,tv_to_sales_ratio,radio_to_sales_ratio,newspaper_to_sales_ratio,sales_level,Tv_radio_intecreation,Tv_Newspaper_interaction,Radio_newspaper_interaction,TV_Range,Newspaper_Range,Radio_Range,TV_Radio_int,TV_Newspaper_int,Newspaper_Radio_int,TV_efficiency,Radio_efficiency,Newspaper_efficiency,Total_Budget,TV_share,Radio_share,Newspaper_share,TV_log,Radio_log,Newspaper_log,TV_squared,Radio_squared,Newspaper_squared,TV_sqrt,Radio_sqrt,TV_Radio_Newspaper,TV_tp_Radio_ratio,Newspaper_sqrt
58,210.8,49.6,37.7,23.8,8.857142857142858,2.0840336134453783,1.5840336134453783,High,10455.68,7947.160000000001,1869.9200000000003,High,High,High,10455.68,7947.160000000001,1869.9200000000003,0.11290322580645161,0.4798387096774194,0.6312997347480106,298.1,0.7071452532707145,0.1663871184166387,0.12646762831264677,5.355642433167306,3.92395157629342,3.655839600035736,44436.64000000001,2460.1600000000003,1421.2900000000002,14.51895313030523,7.042726744663604,394179.13600000006,4.16600790513834,6.1400325732035
59,210.7,29.5,9.3,18.4,11.45108695652174,1.6032608695652175,0.5054347826086957,High,6215.65,1959.51,274.35,High,Low,Medium,6215.65,1959.51,274.35,0.08732795443758899,0.623728813559322,1.9784946236559138,249.5,0.8444889779559118,0.11823647294589178,0.03727454909819639,5.35517017814082,3.417726683613366,2.33214389523559,44394.49,870.25,86.49000000000001,14.515508947329405,5.431390245600108,57805.545,6.908196721311475,3.0495901363953815
60,53.5,2.0,21.4,8.1,6.604938271604938,0.2469135802469136,2.641975308641975,Low,107.0,1144.8999999999999,42.8,Low,Medium,Low,107.0,1144.8999999999999,42.8,0.1514018691588785,4.05,0.37850467289719625,76.9,0.6957087126137841,0.02600780234070221,0.2782834850455136,3.9982007016691985,1.0986122886681098,3.109060958860994,2862.25,4.0,457.9599999999999,7.314369419163897,1.4142135623730951,2289.7999999999997,17.833333333333332,4.626013402488151
61,261.3,42.7,54.7,24.2,10.797520661157026,1.7644628099173556,2.260330578512397,High,11157.510000000002,14293.11,2335.69,High,High,High,11157.510000000002,14293.11,2335.69,0.09261385380788366,0.5667447306791569,0.4424131627056672,358.7,0.7284638974073042,0.11904098132143855,0.15249512127125733,5.569488886872828,3.7773481021015445,4.019980146933238,68277.69,1823.2900000000002,2992.09,16.16477652180815,6.534523701081817,610315.7970000001,5.979405034324943,7.395944834840239
62,239.3,15.5,27.3,15.7,15.24203821656051,0.9872611464968153,1.7388535031847134,Medium_High,3709.15,6532.89,423.15000000000003,High,Medium,Medium,3709.15,6532.89,423.15000000000003,0.06560802340158796,1.0129032258064516,0.575091575091575,282.1,0.8482807515065579,0.05494505494505494,0.0967741935483871,5.481888142742423,2.803360380906535,3.342861804649192,57264.490000000005,240.25,745.2900000000001,15.469324484281788,3.9370039370059056,101259.795,14.503030303030304,5.224940191045253
63,102.7,29.6,8.4,14.0,7.335714285714286,2.1142857142857143,0.6,Medium_High,3039.92,862.6800000000001,248.64000000000001,Medium,Low,Medium,3039.92,862.6800000000001,248.64000000000001,0.13631937682570594,0.47297297297297297,1.6666666666666665,140.70000000000002,0.7299218194740582,0.21037668798862827,0.059701492537313425,4.641502115235482,3.4210000089583352,2.2407096892759584,10547.29,876.1600000000001,70.56,10.134100848126586,5.440588203494177,25535.328,3.3562091503267975,2.898275349237888
64,131.1,42.8,28.9,18.0,7.283333333333333,2.3777777777777778,1.6055555555555554,High,5611.079999999999,3788.7899999999995,1236.9199999999998,Medium,Medium,High,5611.079999999999,3788.7899999999995,1236.9199999999998,0.13729977116704806,0.42056074766355145,0.6228373702422145,202.79999999999998,0.6464497041420119,0.21104536489151873,0.14250493096646943,4.883559211528279,3.7796338173824005,3.3978584803966405,17187.21,1831.8399999999997,835.2099999999999,11.449890829173874,6.54217089351845,162160.21199999997,2.993150684931507,5.375872022286245
65,69.0,9.3,0.9,9.3,7.419354838709677,1.0,0.0967741935483871,Low,641.7,62.1,8.370000000000001,Low,Low,Low,641.7,62.1,8.370000000000001,0.13478260869565217,1.0,10.333333333333334,79.2,0.8712121212121212,0.11742424242424243,0.011363636363636364,4.248495242049359,2.33214389523559,0.6418538861723948,4761.0,86.49000000000001,0.81,8.306623862918075,3.0495901363953815,577.5300000000001,6.699029126213592,0.9486832980505138
66,31.5,24.6,2.2,9.5,3.3157894736842106,2.5894736842105264,0.23157894736842108,Low,774.9000000000001,69.30000000000001,54.120000000000005,Low,Low,Medium,774.9000000000001,69.30000000000001,54.120000000000005,0.30158730158730157,0.3861788617886179,4.3181818181818175,58.300000000000004,0.5403087478559176,0.42195540308747853,0.03773584905660377,3.481240089335692,3.242592351485517,1.1631508098056809,992.25,605.1600000000001,4.840000000000001,5.612486080160912,4.959838707054898,1704.7800000000004,1.23046875,1.4832396974191326
67,139.3,14.5,10.2,13.4,10.395522388059701,1.0820895522388059,0.7611940298507462,Medium_High,2019.8500000000001,1420.8600000000001,147.89999999999998,Medium,Low,Medium,2019.8500000000001,1420.8600000000001,147.89999999999998,0.09619526202440774,0.9241379310344828,1.3137254901960786,164.0,0.8493902439024391,0.08841463414634146,0.062195121951219505,4.943782987108415,2.740840023925201,2.4159137783010487,19404.49,210.25,104.03999999999999,11.802542099056458,3.8078865529319543,20602.47,8.98709677419355,3.1937438845342623
68,237.4,27.5,11.0,18.9,12.560846560846562,1.4550264550264551,0.5820105820105821,High,6528.5,2611.4,302.5,High,Low,Medium,6528.5,2611.4,302.5,0.07961246840775063,0.6872727272727273,1.718181818181818,275.9,0.8604566872055094,0.0996737948532077,0.03986951794128308,5.473949935191195,3.349904087274605,2.4849066497880004,56358.76,756.25,121.0,15.407790237409127,5.244044240850758,71813.5,8.329824561403509,3.3166247903554
69,216.8,43.9,27.2,22.3,9.721973094170403,1.968609865470852,1.2197309417040358,High,9517.52,5896.96,1194.08,High,Medium,High,9517.52,5896.96,1194.08,0.10285977859778597,0.5079726651480638,0.8198529411764707,287.9,0.753039249739493,0.1524835012156999,0.09447724904480723,5.38357721049886,3.8044377947482086,3.339321977944068,47002.240000000005,1927.2099999999998,739.8399999999999,14.724129855444769,6.6257075093909785,258876.544,4.828507795100223,5.215361924162119
70,199.1,30.6,38.7,18.3,10.879781420765026,1.6721311475409837,2.1147540983606556,High,6092.46,7705.17,1184.2200000000003,Medium,High,Medium,6092.46,7705.17,1184.2200000000003,0.09191361125062783,0.5980392156862745,0.4728682170542636,268.4,0.7418032786885246,0.11400894187779435,0.1441877794336811,5.2988172415896875,3.4531571205928664,3.681351187693145,39640.81,936.3600000000001,1497.6900000000003,14.110279940525631,5.531726674375733,235778.20200000002,6.3006329113924044,6.220932405998316
71,109.8,14.3,31.7,12.4,8.854838709677418,1.153225806451613,2.5564516129032255,Medium_Low,1570.14,3480.66,453.31,Medium,Medium,Low,1570.14,3480.66,453.31,0.11293260473588343,0.8671328671328671,0.3911671924290221,155.79999999999998,0.7047496790757382,0.09178433889602056,0.20346598202824134,4.707726774313183,2.72785282839839,3.487375077903208,12056.039999999999,204.49,1004.89,10.478549517943788,3.7815340802378077,49773.438,7.1764705882352935,5.630275304103699
72,26.8,33.0,19.3,8.8,3.0454545454545454,3.7499999999999996,2.193181818181818,Low,884.4,517.24,636.9,Low,Medium,High,884.4,517.24,636.9,0.3283582089552239,0.26666666666666666,0.45595854922279794,79.1,0.3388116308470291,0.4171934260429836,0.24399494310998737,3.3250360206965914,3.5263605246161616,3.0106208860477417,718.24,1089.0,372.49,5.176871642217914,5.744562646538029,17068.920000000002,0.788235294117647,4.39317652729776
73,129.4,5.7,31.3,11.0,11.763636363636364,0.5181818181818182,2.8454545454545457,Medium_Low,737.58,4050.2200000000003,178.41,Medium,Medium,Low,737.58,4050.2200000000003,178.41,0.08500772797527048,1.9298245614035088,0.3514376996805112,166.4,0.7776442307692307,0.034254807692307696,0.18810096153846154,4.870606649492553,1.9021075263969205,3.475067230228611,16744.36,32.49,979.69,11.3754120804479,2.3874672772626644,23086.254,19.313432835820898,5.594640292279746
74,213.4,24.6,13.1,17.0,12.552941176470588,1.447058823529412,0.7705882352941176,Medium_High,5249.64,2795.54,322.26,High,Low,Medium,5249.64,2795.54,322.26,0.07966260543580131,0.6910569105691057,1.297709923664122,251.1,0.8498606133014736,0.0979689366786141,0.052170450019912384,5.367843429196647,3.242592351485517,2.6461747973841225,45539.560000000005,605.1600000000001,171.60999999999999,14.608216865860118,4.959838707054898,68770.284,8.3359375,3.6193922141707713
75,16.9,43.7,89.4,8.7,1.9425287356321839,5.0229885057471275,10.27586206896552,Low,738.53,1510.86,3906.7800000000007,Low,High,High,738.53,1510.86,3906.7800000000007,0.514792899408284,0.19908466819221965,0.09731543624161072,150.0,0.11266666666666665,0.29133333333333333,0.5960000000000001,2.884800712846709,3.7999735016195233,4.504244267398131,285.60999999999996,1909.6900000000003,7992.360000000001,4.110960958218893,6.610597552415364,66024.582,0.37807606263982096,9.45515732285825
76,27.5,1.6,20.7,6.9,3.9855072463768115,0.2318840579710145,2.9999999999999996,Low,44.0,569.25,33.12,Low,Medium,Low,44.0,569.25,33.12,0.2509090909090909,4.3125,0.33333333333333337,49.8,0.5522088353413654,0.032128514056224904,0.41566265060240964,3.349904087274605,0.9555114450274363,3.077312260546414,756.25,2.5600000000000005,428.48999999999995,5.244044240850758,1.2649110640673518,910.8,10.576923076923077,4.54972526643093
77,120.5,28.5,14.2,14.2,8.485915492957746,2.007042253521127,1.0,Medium_High,3434.25,1711.1,404.7,Medium,Low,Medium,3434.25,1711.1,404.7,0.11784232365145228,0.4982456140350877,1.0,163.2,0.7383578431372549,0.1746323529411765,0.08700980392156862,4.799914262780603,3.3843902633457743,2.7212954278522306,14520.25,812.25,201.64,10.977249200050075,5.338539126015656,48766.35,4.084745762711864,3.7682887362833544
78,5.4,29.9,9.4,5.3,1.0188679245283019,5.6415094339622645,1.7735849056603774,Low,161.46,50.760000000000005,281.06,Low,Low,Medium,161.46,50.760000000000005,281.06,0.9814814814814814,0.17725752508361203,0.5638297872340425,44.699999999999996,0.1208053691275168,0.668903803131991,0.2102908277404922,1.8562979903656263,3.4307561839036995,2.341805806147327,29.160000000000004,894.0099999999999,88.36000000000001,2.32379000772445,5.468089245796926,1517.7240000000002,0.17475728155339806,3.0659419433511785
79,116.0,7.7,23.1,11.0,10.545454545454545,0.7000000000000001,2.1,Medium_Low,893.2,2679.6000000000004,177.87,Medium,Medium,Low,893.2,2679.6000000000004,177.87,0.09482758620689655,1.4285714285714286,0.47619047619047616,146.8,0.7901907356948228,0.052452316076294275,0.15735694822888283,4.762173934797756,2.163323025660538,3.1822118404966093,13456.0,59.290000000000006,533.61,10.770329614269007,2.7748873851023217,20632.920000000002,13.333333333333334,4.806245936279167
80,76.4,26.7,22.3,11.8,6.474576271186441,2.2627118644067794,1.8898305084745761,Medium_Low,2039.88,1703.7200000000003,595.41,Low,Medium,Medium,2039.88,1703.7200000000003,595.41,0.1544502617801047,0.4419475655430712,0.5291479820627802,125.4,0.6092503987240829,0.2129186602870813,0.17783094098883573,4.3489867805956814,3.3214324131932926,3.1484533605716547,5836.960000000001,712.89,497.29,8.740709353364863,5.167204273105526,45489.324,2.7581227436823106,4.722287581247038
81,239.8,4.1,36.9,12.3,19.495934959349594,0.33333333333333326,2.9999999999999996,Medium_Low,983.18,8848.62,151.29,High,Medium,Low,983.18,8848.62,151.29,0.05129274395329441,3.0000000000000004,0.33333333333333337,280.8,0.853988603988604,0.014601139601139599,0.1314102564102564,5.483966713434666,1.62924053973028,3.634951112088381,57504.04000000001,16.81,1361.61,15.485477067239485,2.0248456731316584,36279.342,47.01960784313726,6.074537019394976
82,75.3,20.3,32.5,11.3,6.663716814159291,1.7964601769911503,2.8761061946902653,Medium_Low,1528.59,2447.25,659.75,Low,Medium,Medium,1528.59,2447.25,659.75,0.150066401062417,0.5566502463054187,0.3476923076923077,128.1,0.5878220140515222,0.15846994535519127,0.2537080405932865,4.334672938290411,3.0587070727153796,3.5115454388310208,5670.089999999999,412.09000000000003,1056.25,8.677557259966655,4.505552130427524,49679.174999999996,3.5352112676056335,5.70087712549569
83,68.4,44.5,35.6,13.6,5.029411764705883,3.2720588235294117,2.6176470588235294,Medium_High,3043.8,2435.0400000000004,1584.2,Low,Medium,High,3043.8,2435.0400000000004,1584.2,0.19883040935672514,0.3056179775280899,0.38202247191011235,148.5,0.46060606060606063,0.2996632996632997,0.23973063973063974,4.239886867512759,3.817712325956905,3.6000482404073204,4678.56,1980.25,1267.3600000000001,8.270429251254134,6.670832032063167,108359.28000000001,1.5032967032967035,5.966573556070519
84,213.5,43.0,33.8,21.7,9.838709677419356,1.9815668202764978,1.5576036866359446,High,9180.5,7216.299999999999,1453.3999999999999,High,Medium,High,9180.5,7216.299999999999,1453.3999999999999,0.10163934426229508,0.5046511627906977,0.6420118343195267,290.3,0.735446090251464,0.148122631760248,0.11643127798828797,5.368309738368072,3.784189633918261,3.5496173867804286,45582.25,1849.0,1142.4399999999998,14.611639196202457,6.557438524302,310300.89999999997,4.8522727272727275,5.813776741499453
85,193.2,18.4,65.7,15.2,12.710526315789474,1.2105263157894737,4.322368421052632,Medium_High,3554.8799999999997,12693.24,1208.8799999999999,Medium,High,Medium,3554.8799999999997,12693.24,1208.8799999999999,0.07867494824016563,0.8260869565217391,0.2313546423135464,277.3,0.696718355571583,0.06635412910205553,0.23692751532636133,5.268888555857225,2.9652730660692823,4.200204952921578,37326.24,338.55999999999995,4316.490000000001,13.899640283115243,4.2895221179054435,233555.61599999998,9.958762886597938,8.105553651663778
86,76.3,27.5,16.0,12.0,6.358333333333333,2.2916666666666665,1.3333333333333333,Medium_Low,2098.25,1220.8,440.0,Low,Low,Medium,2098.25,1220.8,440.0,0.15727391874180865,0.43636363636363634,0.75,119.8,0.6368948247078464,0.2295492487479132,0.1335559265442404,4.3476939555933765,3.349904087274605,2.833213344056216,5821.69,756.25,256.0,8.734987120768983,5.244044240850758,33572.0,2.6771929824561402,4.0
87,110.7,40.6,63.2,16.0,6.91875,2.5375,3.95,Medium_High,4494.42,6996.240000000001,2565.92,Medium,High,High,4494.42,6996.240000000001,2565.92,0.14453477868112014,0.3940886699507389,0.2531645569620253,214.5,0.5160839160839161,0.1892773892773893,0.29463869463869463,4.715816706075155,3.728100167267218,4.162003210695915,12254.49,1648.3600000000001,3994.2400000000002,10.52140675005011,6.371812928829597,284047.34400000004,2.661057692307692,7.9498427657407165
88,88.3,25.5,73.4,12.9,6.844961240310077,1.9767441860465116,5.689922480620155,Medium_Low,2251.65,6481.22,1871.7,Low,High,Medium,2251.65,6481.22,1871.7,0.14609286523216308,0.5058823529411764,0.1757493188010899,187.2,0.4716880341880342,0.13621794871794873,0.39209401709401714,4.492001487882454,3.2771447329921766,4.309455941839047,7796.889999999999,650.25,5387.56,9.396807968666806,5.049752469181039,165271.11000000002,3.332075471698113,8.567379996241558
89,109.8,47.8,51.4,16.7,6.574850299401198,2.8622754491017965,3.0778443113772456,Medium_High,5248.44,5643.719999999999,2456.9199999999996,Medium,High,High,5248.44,5643.719999999999,2456.9199999999996,0.15209471766848814,0.3493723849372385,0.32490272373540857,209.0,0.5253588516746411,0.22870813397129186,0.24593301435406698,4.707726774313183,3.8877303128591016,3.9589065913269965,12056.039999999999,2284.8399999999997,2641.96,10.478549517943788,6.913754406977442,269769.816,2.25,7.1693793315739685
90,134.3,4.9,9.3,11.2,11.99107142857143,0.43750000000000006,0.830357142857143,Medium_Low,658.07,1248.9900000000002,45.57000000000001,Medium,Low,Low,658.07,1248.9900000000002,45.57000000000001,0.08339538346984363,2.2857142857142856,1.204301075268817,148.50000000000003,0.9043771043771043,0.03299663299663299,0.06262626262626261,4.907494535176743,1.7749523509116738,2.33214389523559,18036.49,24.010000000000005,86.49000000000001,11.588787684654509,2.2135943621178655,6120.051000000001,22.76271186440678,3.0495901363953815
91,28.6,1.5,33.0,7.3,3.9178082191780823,0.20547945205479454,4.52054794520548,Low,42.900000000000006,943.8000000000001,49.5,Low,Medium,Low,42.900000000000006,943.8000000000001,49.5,0.2552447552447552,4.866666666666666,0.2212121212121212,63.1,0.4532488114104596,0.02377179080824089,0.5229793977812995,3.3877743613300146,0.9162907318741551,3.5263605246161616,817.96,2.25,1089.0,5.347896782848375,1.224744871391589,1415.7000000000003,11.440000000000001,5.744562646538029
92,217.7,33.5,59.0,19.4,11.221649484536083,1.7268041237113403,3.041237113402062,High,7292.95,12844.3,1976.5,High,High,High,7292.95,12844.3,1976.5,0.0891134588883785,0.5791044776119403,0.3288135593220339,310.2,0.7018052869116699,0.10799484203739523,0.1901998710509349,5.387700927682722,3.5409593240373143,4.0943445622221,47393.28999999999,1122.25,3481.0,14.75466028073842,5.787918451395113,430284.05,6.310144927536231,7.681145747868608
93,250.9,36.5,72.3,22.2,11.301801801801803,1.6441441441441442,3.2567567567567566,High,9157.85,18140.07,2638.95,High,High,High,9157.85,18140.07,2638.95,0.08848146671980868,0.6082191780821917,0.3070539419087137,359.7,0.6975257158743398,0.10147345009730331,0.20100083402835697,5.529032183358565,3.624340932976365,4.294560608892605,62950.810000000005,1332.25,5227.29,15.839823231336895,6.041522986797286,662112.555,6.690666666666667,8.502940667792526
94,107.4,14.0,10.9,11.5,9.339130434782609,1.2173913043478262,0.9478260869565218,Medium_Low,1503.6000000000001,1170.66,152.6,Medium,Low,Low,1503.6000000000001,1170.66,152.6,0.10707635009310987,0.8214285714285714,1.055045871559633,132.3,0.8117913832199546,0.10582010582010581,0.08238851095993953,4.685828089005546,2.70805020110221,2.4765384001174837,11534.760000000002,196.0,118.81,10.363397126425292,3.7416573867739413,16389.24,7.16,3.3015148038438356
95,163.3,31.6,52.9,16.9,9.662721893491126,1.8698224852071008,3.1301775147928996,Medium_High,5160.280000000001,8638.57,1671.64,Medium,High,Medium,5160.280000000001,8638.57,1671.64,0.10349050826699324,0.5348101265822784,0.31947069943289225,247.8,0.658999192897498,0.1275221953188055,0.2134786117836965,5.101694025043223,3.484312288372662,3.9871304779149512,26666.890000000003,998.5600000000001,2798.41,12.77888884058391,5.621387729022079,272978.81200000003,5.00920245398773,7.273238618387272
96,197.6,3.5,5.9,11.7,16.88888888888889,0.29914529914529914,0.5042735042735044,Medium_Low,691.6,1165.8400000000001,20.650000000000002,Medium,Low,Low,691.6,1165.8400000000001,20.650000000000002,0.05921052631578947,3.3428571428571425,1.983050847457627,207.0,0.9545893719806763,0.016908212560386472,0.0285024154589372,5.291292751611072,1.5040773967762742,1.9315214116032138,39045.759999999995,12.25,34.81,14.057026712644463,1.8708286933869707,4080.4400000000005,43.91111111111111,2.4289915602982237
97,184.9,21.0,22.0,15.5,11.929032258064517,1.3548387096774193,1.4193548387096775,Medium_High,3882.9,4067.8,462.0,Medium,Medium,Medium,3882.9,4067.8,462.0,0.08382909680908598,0.7380952380952381,0.7045454545454546,227.9,0.8113207547169812,0.09214567792891619,0.09653356735410268,5.225208894727398,3.091042453358316,3.1354942159291497,34188.01,441.0,484.0,13.597793938724031,4.58257569495584,85423.8,8.404545454545454,4.69041575982343
98,289.7,42.3,51.2,25.4,11.405511811023622,1.6653543307086613,2.0157480314960634,High,12254.31,14832.64,2165.7599999999998,High,High,High,12254.31,14832.64,2165.7599999999998,0.08767690714532275,0.6004728132387707,0.49609374999999994,383.2,0.7560020876826722,0.11038622129436325,0.13361169102296452,5.6722918075648305,3.768152635008444,3.955082494888593,83926.09,1789.2899999999997,2621.4400000000005,17.020575783445164,6.5038450166036395,627420.672,6.6905311778291,7.155417527999327
99,135.2,41.7,45.9,17.2,7.8604651162790695,2.424418604651163,2.6686046511627906,Medium_High,5637.84,6205.679999999999,1914.03,Medium,High,High,5637.84,6205.679999999999,1914.03,0.12721893491124261,0.4124700239808153,0.3747276688453159,222.79999999999998,0.6068222621184919,0.18716337522441653,0.20601436265709158,4.9141243937154115,3.754198920234579,3.8480176754522337,18279.039999999997,1738.8900000000003,2106.81,11.627553482998906,6.457553716385176,258776.856,3.166276346604215,6.774953874381729
100,222.4,4.3,49.8,11.7,19.00854700854701,0.36752136752136755,4.256410256410256,Medium_Low,956.3199999999999,11075.52,214.14,High,High,Low,956.3199999999999,11075.52,214.14,0.05260791366906474,2.7209302325581395,0.23493975903614459,276.5,0.8043399638336347,0.015551537070524412,0.18010849909584087,5.4089638866351,1.667706820558076,3.927896354584436,49461.76,18.49,2480.0399999999995,14.913081505845799,2.073644135332772,47624.736,41.9622641509434,7.05691150575094
101,296.4,36.3,100.9,23.8,12.45378151260504,1.5252100840336134,4.239495798319328,High,10759.319999999998,29906.76,3662.67,High,High,High,10759.319999999998,29906.76,3662.67,0.08029689608636978,0.6556473829201103,0.23587710604558967,433.6,0.6835793357933578,0.08371771217712176,0.2327029520295203,5.6950780340260545,3.6189933266497696,4.623991940228679,87852.95999999999,1317.6899999999998,10180.810000000001,17.216271373325874,6.024948132556827,1085615.3879999998,7.946380697050938,10.044899203078147
102,280.2,10.1,21.4,14.8,18.93243243243243,0.6824324324324323,1.4459459459459458,Medium_High,2830.02,5996.28,216.14,High,Medium,Low,2830.02,5996.28,216.14,0.05281941470378302,1.4653465346534655,0.691588785046729,311.7,0.8989412897016362,0.032402951555983314,0.06865575874238049,5.63906615993651,2.4069451083182885,3.109060958860994,78512.04,102.00999999999999,457.9599999999999,16.739175606940744,3.1780497164141406,60562.42799999999,25.243243243243242,4.626013402488151
103,187.9,17.2,17.9,14.7,12.78231292517007,1.1700680272108843,1.217687074829932,Medium_High,3231.88,3363.41,307.87999999999994,Medium,Low,Medium,3231.88,3363.41,307.87999999999994,0.07823310271420968,0.8546511627906976,0.8212290502793297,223.0,0.8426008968609866,0.07713004484304932,0.08026905829596412,5.241217774507464,2.9014215940827497,2.9391619220655967,35306.41,295.84,320.40999999999997,13.70766209096212,4.147288270665544,57850.651999999995,10.324175824175825,4.230839160261236
104,238.2,34.3,5.3,20.7,11.507246376811594,1.6570048309178742,0.2560386473429952,High,8170.259999999999,1262.4599999999998,181.79,High,Low,High,8170.259999999999,1262.4599999999998,181.79,0.08690176322418136,0.6034985422740525,3.9056603773584904,277.8,0.8574514038876889,0.12347012239020877,0.01907847372210223,5.477300022076476,3.563882963939251,1.840549633397487,56739.24,1176.4899999999998,28.09,15.433729296576379,5.856620185738529,43302.378,6.747875354107649,2.3021728866442674
105,137.9,46.4,59.0,19.2,7.182291666666667,2.4166666666666665,3.072916666666667,High,6398.56,8136.1,2737.6,Medium,High,High,6398.56,8136.1,2737.6,0.13923132704858593,0.41379310344827586,0.3254237288135593,243.3,0.5667899712289355,0.19071105630908342,0.24249897246198107,4.933754249760298,3.858622228701031,4.0943445622221,19016.41,2152.96,3481.0,11.74308307047174,6.81175454637056,377515.04000000004,2.909282700421941,7.681145747868608
106,25.0,11.0,29.7,7.2,3.4722222222222223,1.5277777777777777,4.125,Low,275.0,742.5,326.7,Low,Medium,Low,275.0,742.5,326.7,0.28800000000000003,0.6545454545454545,0.24242424242424243,65.7,0.380517503805175,0.167427701674277,0.4520547945205479,3.258096538021482,2.4849066497880004,3.4242626545931514,625.0,121.0,882.0899999999999,5.0,3.3166247903554,8167.5,2.0833333333333335,5.449770637375485
107,90.4,0.3,23.2,8.7,10.39080459770115,0.034482758620689655,2.666666666666667,Low,27.12,2097.28,6.96,Low,Medium,Low,27.12,2097.28,6.96,0.09623893805309733,29.0,0.375,113.9,0.7936786654960492,0.0026338893766461808,0.20368744512730463,4.515245478460105,0.262364264467491,3.186352633162641,8172.160000000001,0.09,538.24,9.50789145920377,0.5477225575051661,629.184,69.53846153846155,4.8166378315169185
108,13.1,0.4,25.6,5.3,2.4716981132075473,0.07547169811320756,4.830188679245284,Low,5.24,335.36,10.240000000000002,Low,Medium,Low,5.24,335.36,10.240000000000002,0.40458015267175573,13.249999999999998,0.20703124999999997,39.1,0.3350383631713555,0.010230179028132993,0.6547314578005116,2.6461747973841225,0.33647223662121295,3.2809112157876537,171.60999999999999,0.16000000000000003,655.3600000000001,3.6193922141707713,0.6324555320336759,134.144,9.357142857142858,5.059644256269407
109,255.4,26.9,5.5,19.8,12.8989898989899,1.3585858585858586,0.2777777777777778,High,6870.26,1404.7,147.95,High,Low,Medium,6870.26,1404.7,147.95,0.07752545027407988,0.7360594795539034,3.6,287.8,0.8874218207088256,0.09346768589298123,0.01911049339819319,5.546738725046515,3.32862668882732,1.8718021769015913,65229.16,723.6099999999999,30.25,15.981239000778382,5.186520991955976,37786.43,9.154121863799284,2.345207879911715
110,225.8,8.2,56.5,13.4,16.850746268656717,0.6119402985074626,4.2164179104477615,Medium_High,1851.56,12757.7,463.29999999999995,High,High,Low,1851.56,12757.7,463.29999999999995,0.05934455270150576,1.6341463414634148,0.23716814159292035,290.5,0.7772805507745267,0.02822719449225473,0.1944922547332186,5.4240685718535975,2.2192034840549946,4.051784947803305,50985.64000000001,67.24,3192.25,15.026643005009468,2.8635642126552705,104613.14,24.54347826086957,7.516648189186454
111,241.7,38.0,23.2,21.8,11.08715596330275,1.7431192660550459,1.0642201834862384,High,9184.6,5607.44,881.6,High,Medium,High,9184.6,5607.44,881.6,0.09019445593711213,0.5736842105263158,0.9396551724137931,302.9,0.7979531198415318,0.12545394519643446,0.07659293496203368,5.491826112732555,3.6635616461296463,3.186352633162641,58418.88999999999,1444.0,538.24,15.546703830716014,6.164414002968976,213082.72,6.197435897435897,4.8166378315169185
112,175.7,15.4,2.4,14.1,12.460992907801417,1.0921985815602837,0.1702127659574468,Medium_High,2705.7799999999997,421.67999999999995,36.96,Medium,Low,Medium,2705.7799999999997,421.67999999999995,36.96,0.08025042686397268,0.9155844155844155,5.875,193.5,0.9080103359173126,0.07958656330749354,0.012403100775193798,5.174453379325651,2.797281334830153,1.2237754316221157,30870.489999999994,237.16000000000003,5.76,13.255187663703596,3.924283374069717,6493.871999999999,10.713414634146341,1.5491933384829668
113,209.6,20.6,10.7,15.9,13.182389937106917,1.2955974842767297,0.6729559748427673,Medium_High,4317.76,2242.72,220.42,High,Low,Medium,4317.76,2242.72,220.42,0.0758587786259542,0.7718446601941747,1.485981308411215,240.89999999999998,0.8700705687007058,0.08551266085512663,0.044416770444167704,5.349960599699875,3.0726933146901194,2.4595888418037104,43932.159999999996,424.36000000000007,114.48999999999998,14.477568856683085,4.538722287164087,46200.032,9.703703703703702,3.271085446759225
114,78.2,46.8,34.5,14.6,5.356164383561644,3.2054794520547945,2.363013698630137,Medium_High,3659.7599999999998,2697.9,1614.6,Low,Medium,High,3659.7599999999998,2697.9,1614.6,0.1867007672634271,0.31196581196581197,0.42318840579710143,159.5,0.490282131661442,0.2934169278996865,0.21630094043887146,4.37197629882038,3.86702563949741,3.56953269648137,6115.240000000001,2190.24,1190.25,8.843076387773658,6.841052550594828,126261.71999999999,1.6359832635983265,5.873670062235365
115,75.1,35.0,52.7,12.6,5.9603174603174605,2.7777777777777777,4.182539682539683,Medium_Low,2628.5,3957.77,1844.5,Low,High,High,2628.5,3957.77,1844.5,0.16777629826897472,0.36,0.23908918406072105,162.8,0.4613022113022112,0.21498771498771496,0.3237100737100737,4.33204826486764,3.58351893845611,3.983413001514819,5640.009999999999,1225.0,2777.2900000000004,8.666025617317317,5.916079783099616,138521.95,2.086111111111111,7.259476565152615
116,139.2,14.3,25.6,12.2,11.40983606557377,1.1721311475409837,2.098360655737705,Medium_Low,1990.56,3563.52,366.08000000000004,Medium,Medium,Low,1990.56,3563.52,366.08000000000004,0.08764367816091954,0.853146853146853,0.47656249999999994,179.1,0.7772194304857621,0.07984366275823562,0.14293690675600224,4.94306997460049,2.72785282839839,3.2809112157876537,19376.639999999996,204.49,655.3600000000001,11.7983049630021,3.7815340802378077,50958.336,9.098039215686274,5.059644256269407
